Tweet,Positive,Negative,Neutral,Compound,Sentiment
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it bcpxbmzm,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it bdwsccs,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it bjlnscbh,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it brnsqsm omnibuslawsampah batalkanomnibuslaw jegalsampaibatal banyumastolakomnibuslaw batalkanruuciptakerja,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it cdnfjwtf,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it cvgcmt,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it cxcryxj via,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it cxzqzcgp,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it djgkznnt,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it dnyhtdts,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it dtbdmjqs via,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it dtgjfjw,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it dxgrbdb,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it fbdwwhzw via,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it fnftzcd via,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it fsxmqxm,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it gblfrx,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it gckvdcpg,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it gqdny,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it gqwrdrr,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it gxchkz,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it hdrptd,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it hjggnx,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it hlyfgm,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it hmtvjcc,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it hmyvzbjj via,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it hzfgfy via,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it jqwlpj,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it jrtspfkz via,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it lyqbspdp,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it lzqwv via,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it mkggphn via,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it mmbtlbyp,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it mxlx,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it ndjbzjj,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it nprpsw,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it nslmhkr,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it nsrxvk,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it nsxvyw via,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it nxgbwr via,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it pnzgxbm via omnibuslawsampah dprrikhianatirakyat,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it pxwsjv via,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it qyfmdqv,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it qyrrsrtv,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it rlclgfrv,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it rrgvcjp,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it sfcspqq,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it stvdpsqk via dpririkhianatirakyat dprpenghianat dprrikhianatirakyatdpr,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it szpzpsy,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it tfhlrjtc,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it thqzjnlx,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it tltcjzm dprkontol dagelanalarezim dprgoblok dewanpengkhianatrakyat dpririkhianatirakyat dprjancok,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it tvxtznw,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it twdnmx,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it vqkjytv,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it xmzzfrzn,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it xpgrjqzp,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it xsmfhm,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it xzkprgsn,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it xzqcpqq,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it ythwryy via,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it zctvvxq,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it zqddsw,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it ztmjy,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it zvstgxg,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it zxwvjl,0.0,0.0,1.0,0.0,Negativ
tolak ruu omnibuslaw cipta kerja yg garap upah yg terima sesuai yg kerja laku yg harap omnibuslaw ruuciptakerja dprri buruh buruhmenggugat,0.0,0.0,1.0,0.0,Negativ
tuju mahasiswa aksi aspirasi depan muka dprd bentuk tolak uu cipta kerja omnibus law malu salah figur komitmen tindak luar fokus,0.0,0.0,1.0,0.0,Negativ
tuntut gera buruh rakyat aksi oktober tolak naik harga bbm turun harga butuh pokok cabut omnibus law undang nomor cipta kerja nyata inkonstitusional serta pp turunanya,0.0,0.0,1.0,0.0,Negativ
twitter com tirtoid status bli cacat omnibus law cipta kerja uu nya rumus gak luput cacat silah sanggah,0.0,0.0,1.0,0.0,Negativ
undang uu omnibus law cipta kerja mutlak izin atur tumpang tindih kerap kali alir modal asing sulit masuk indonesia barisanprokerja investasikembangkanindustri economy okezone com read,0.0,0.0,1.0,0.0,Negativ
undang uu omnibus law cipta kerja polemik sah dpr agam dapat tanggap tolak aksi unjuk uu omnibus law mana ironi saat aparat sigap tangkap aktif,0.0,0.0,1.0,0.0,Negativ
unjuk kait ruu cipta kerja omnibus law demi kaya gin massa menjadi-jadidan timbul klaster sprt klaster keluargajuga buruh tuntut adil ceritasarah instagram com p cgbdqnh pn,0.0,0.0,1.0,0.0,Negativ
untung balik omnibuslaw cipta kerja,0.0,0.0,1.0,0.0,Negativ
untung omnibus law undang cipta kerja bidang twk kpk sah,0.0,0.0,1.0,0.0,Negativ
upah karawang fspmi karawang gruduk pemda karawang aksi tuntut aksi naik umk umsk laku umsk cabut omnibus law uu cipta kerja pkb omnibus law,0.0,0.0,1.0,0.0,Negativ
uu cipta kerja akanggendang uuciptakerja omnibuslaw omnibuslawindonesia jakarta indonesia instagram com p cgbflqhu,0.0,0.0,1.0,0.0,Negativ
uu cipta kerja cipta lapang kerja yg luas bangsa omnibuslaw,0.0,0.0,1.0,0.0,Negativ
uu cipta kerja dampak signifikan usaha investasi omnibuslaw,0.0,0.0,1.0,0.0,Negativ
uu cipta kerja dukung cegah berantas korupsi doain aja moga uu omnibus law ciptaker lapang kerja buka regulasicepatumkmsejahtera uuciptakerja omnibuslawuntukrakyat,0.0,0.0,1.0,0.0,Negativ
uu cipta kerja omnibus law tdk pihak rakyat knp bnyk investor yg ngantri investasi nkri berat bagus bnyak investor yg masuk nkri limpah lowong kerja anggur turun drastis,0.0,0.0,1.0,0.0,Negativ
uu cipta kerja omnibuslaw,0.0,0.0,1.0,0.0,Negativ
uu cipta kerja omnibuslaw upaya perintah indonesia tingkat sejahtera kaum buruh,0.0,0.0,1.0,0.0,Negativ
uu cipta kerja ruu omnibuslaw gue phk sang kerja thn omnibu omnibus aje peraturanye bgst,0.0,0.0,1.0,0.0,Negativ
uu cipta kerja sah dpr pasal isu hoax omnibuslawsampah omnibuslaw omnibuslawrugikanrakyat omnibuslawtekanhakburuh omnibuslawindonesia tokohterpopuler com komunitas view,0.0,0.116,0.884,-0.2732,Negativ
uu cipta kerja teknik omnibuslaw janji utama kampanye capres ri regulasi cakup subyek utk simpang norma atur kamifpisampahnkri,0.0,0.0,1.0,0.0,Negativ
uu cipta kerja upaya perintah tingkat sejahtera kaum buruh uuciptakerja omnibuslaw ciptakerja,0.0,0.0,1.0,0.0,Negativ
uu omnibus law cipta kerja bentuk dzolim buruh hmmm tiati doa org susah didenget tuhan,0.0,0.191,0.809,-0.5106,Negativ
uu omnibus law cipta kerja perintah sahkan hapus tentu luas kawasan hutan tahan minimal luas daerah alir sungai pulau tolakomnibuslaw,0.0,0.0,1.0,0.0,Negativ
wakil gebrak undang masuk audiensi komisi vii dpr ri desa presiden cabut perppu cipta kerja dpr tuju perppu cipta kerja presiden dpr cabut omnibus law ck,0.0,0.0,1.0,0.0,Negativ
warga tiktok penuh gaya gokil abis demo tolak omnibus law cipta kerja youtu be -nggwwzy,0.0,0.0,1.0,0.0,Negativ
waspada hoax putar omnibus law uu cipta kerja,0.0,0.231,0.769,-0.2732,Negativ
webinar bidang ketenagakerjaan dpp pks tema prahara omnibuslaw cipta kerja upah nara sumber iswan abdullah me vice president kspi bidang upah indra sh mh wakabidnaker dpp pks sambut h m martri agoeng sh kabidnaker dpp pks,0.0,0.0,1.0,0.0,Negativ
webinar uu cipta kerja uu ck apindo gue nangkep things or two about omnibus law uu ck gue nunggu dikirimin materi konfirm yg gue tangkep i m not really into law things yg draft laku ratifikasi presiden,0.0,0.0,1.0,0.0,Negativ
wib aksi tolak omnibus law cipta kerja kota bandar lampung rn,0.0,0.0,1.0,0.0,Negativ
wow omnibus law uu sektoral gugur pihak uu cipta kerja kandas mk gugat aju ajar mahasiswa karyawan klik baca nasional kompas com read,0.147,0.0,0.853,0.5859,Positif
ya allah lindung rakyat indonesia dr pimpin yg dzolimm aamiin dpr gagal gagalkanomnibuslaw dpr ri bohong dewanpengkhianatrakyat dpr penghianat dpririkhianatirakyat tolak omnibus law tolakomnisbuslaw tolak ruu cipta kerja tolakruuciptakerja,0.0,0.0,1.0,0.0,Negativ
yakin pikir laku psbb tahap alih isu kesah ruu omnibus law cipta kerja uu sendat alias lancar alas kerumun psbb,0.0,0.1,0.9,-0.2732,Negativ
yg anarki dg tugas yg pukul tindak biadab news detik com berita d- menko polhukam mahfud md perintah tindak demonstran anarkis rusuh demo omnibus law uu cipta kerja,0.0,0.0,1.0,0.0,Negativ
yg jg mengkawatirkan khilafah radikalisme n perda syariah tdk blh sy uu cipta kerja jg omnibus law utk perda syariah itu krn stlh ahok politisasi agama bidang smakin takut n ancam utuh nkri,0.0,0.0,1.0,0.0,Negativ
yth presiden bicara akan undang undang cipta kerja omnibuslaw bangsa indonesia bodoh bodoh rakyat penting asing gakpercayarezimlagi tolakuuciptakerja tolakomnibuslaw saatnyajokowiturun,0.0,0.0,1.0,0.0,Negativ
yuk diskusi omnibus law ruu cipta kerja siksa buruh youtu be yrgvxcota omnibuslaw ruuciptakerja tolakomnisbuslaw tolakruuciptakerja dprkontol,0.0,0.0,1.0,0.0,Negativ
